iter	Passed	Remaining
1668	78781	10479
1669	78803	10428
1670	78827	10378
1671	78850	10327
1672	78874	10277
1673	78898	10227
1674	78929	10178
1675	78955	10128
1676	78979	10078
1677	79002	10028
1678	79025	9978
1679	79049	9928
1680	79072	9878
1681	79098	9828
1682	79125	9779
1683	79149	9729
1684	79175	9679
1685	79198	9629
1686	79219	9579
1687	79242	9529
1688	79265	9479
1689	79287	9430
1690	79308	9380
1691	79331	9330
1692	79354	9280
1693	79377	9231
1694	79402	9181
1695	79425	9132
1696	79448	9082
1697	79474	9033
1698	79497	8983
1699	79522	8934
1700	79545	8885
1701	79568	8835
1702	79602	8787
1703	79627	8738
1704	79651	8689
1705	79673	8639
1706	79700	8590
1707	79726	8542
1708	79752	8493
1709	79774	8444
1710	79801	8395
1711	79827	8346
1712	79851	8297
1713	79882	8249
1714	79911	8200
1715	79939	8152
1716	79963	8103
1717	79993	8055
1718	80022	8006
1719	80049	7958
1720	80076	7909
1721	80106	7861
1722	80144	7814
1723	80174	7766
1724	80196	7717
1725	80222	7669
1726	80252	7620
1727	80280	7572
1728	80359	7529
1729	80388	7481
1730	80414	7432
1731	80440	7384
1732	80475	7337
1733	80503	7288
1734	80528	7240
1735	80560	7192
1736	80587	7144
1737	80612	7096
1738	80634	7047
1739	80657	6999
1740	80679	6951
1741	80703	6902
1742	80727	6854
1743	80749	6806
1744	80773	6758
1745	80799	6710
1746	80823	6662
1747	80848	6613
1748	80876	6566
1749	80901	6518
1750	80924	6470
1751	80950	6422
1752	80976	6374
1753	81001	6326
1754	81025	6278
1755	81047	6230
1756	81071	6183
1757	81094	6135
1758	81118	6087
1759	81142	6039
1760	81169	5992
1761	81191	5944
1762	81215	5896
1763	81239	5848
1764	81262	5801
1765	81286	5753
1766	81312	5706
1767	81335	5658
1768	81363	5611
1769	81386	5563
1770	81409	5516
1771	81433	5468
1772	81456	5421
1773	81477	5373
1774	81498	5326
1775	81527	5279
1776	81550	5231
1777	81575	5184
1778	81600	5137
1779	81624	5090
1780	81645	5042
1781	81669	4995
1782	81693	4948
1783	81717	4901
1784	81740	4854
1785	81767	4807
1786	81790	4760
1787	81824	4713
1788	81851	4666
1789	81877	4619
1790	81903	4573
1791	81931	4526
1792	81961	4479
1793	81988	4433
1794	82013	4386
1795	82042	4339
1796	82067	4292
1797	82128	4248
1798	82162	4201
1799	82194	4155
1800	82224	4108
1801	82250	4062
1802	82322	4017
1803	82355	3971
1804	82386	3925
1805	82420	3879
1806	82455	3833
1807	82486	3786
1808	82521	3740
1809	82551	3694
1810	82577	3647
1811	82608	3601
1812	82636	3555
1813	82663	3508
1814	82695	3462
1815	82730	3416
1816	82763	3370
1817	82797	3324
1818	82831	3278
1819	82860	3232
1820	82891	3186
1821	82920	3140
1822	82944	3093
1823	82971	3047
1824	82993	3001
1825	83021	2955
1826	83049	2909
1827	83078	2863
1828	83107	2817
1829	83132	2771
1830	83157	2724
1831	83182	2678
1832	83209	2632
1833	83231	2586
1834	83257	2540
1835	83279	2494
1836	83303	2448
1837	83325	2402
1838	83350	2356
1839	83376	2310
1840	83399	2265
1841	83424	2219
1842	83448	2173
1843	83472	2127
1844	83496	2081
1845	83516	2035
1846	83541	1990
1847	83566	1944
1848	83589	1898
1849	83621	1853
1850	83646	1807
1851	83672	1762
1852	83698	1716
1853	83725	1670
1854	83749	1625
1855	83776	1579
1856	83801	1534
1857	83826	1488
1858	83856	1443
1859	83878	1397
1860	83906	1352
1861	83930	1307
1862	83955	1261
1863	83978	1216
1864	84002	1171
1865	84028	1125
1866	84055	1080
1867	84131	1035
1868	84154	990
1869	84176	945
1870	84200	900
1871	84226	854
1872	84243	809
1873	84260	764
1874	84278	719
1875	84297	674
1876	84315	628
1877	84331	583
1878	84356	538
1879	84375	493
1880	84394	448
1881	84426	403
1882	84446	358
1883	84464	313
1884	84481	268
1885	84498	224
1886	84515	179
1887	84535	134
1888	84553	89
1889	84567	44
1890	84581	0
